"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"NM_001305290.1" 145.913727527509 0.458032328480418 0.116185469488079 3.9422513890811 8.07203043199443e-05 0.00956400572225006
"NM_001305310.1" 59.8423979120154 -1.57087577826282 0.264433421928974 -5.9405341685014 2.84094834692384e-09 1.64630374023921e-06
"NM_001305333.1" 595.72866403987 1.67482164760635 0.156352745364795 10.7118147730552 8.95881565053062e-27 5.71070744827424e-23
"NM_001305339.1" 20.3262163592999 -1.09665323957932 0.267054390259342 -4.10647897798771 4.01736005004317e-05 0.00596519915005793
"NM_001305362.1" 319.626991211152 1.18981916538081 0.211052881931491 5.63754048033816 1.72496064475365e-08 8.20566353277437e-06
"NM_001305373.1" 213.693708937155 1.05964545167395 0.306402367712968 3.45834615960475 0.000543502571172346 0.0347144568104309
"NM_001308854.1" 1.77112589732955 -3.6162969930857 1.07795989962743 -3.35476022283908 0.000794338034253757 0.0449146947830006
"NM_001308861.1" 14.3051658735129 -0.823104598794169 0.244141731961451 -3.37142115025273 0.000747814421168589 0.0432565176614978
"NM_001308879.1" 70.7193968184283 -0.806903604109965 0.216733172647134 -3.72302769462843 0.000196847919924621 0.0172835727378444
"NM_001308913.1" 1513.8187270477 8.0449714547045 0.795192224246853 10.1170147410887 4.64363035228382e-24 2.11431123697128e-20
"NM_001308924.1" 247.810340886022 5.50943210212202 0.688894507955632 7.9974974956207 1.26973356665035e-15 2.12994464401473e-12
"XM_011413623.3" 27.2802595607624 -0.673037354880959 0.187617810828842 -3.58727858462728 0.000334147264440309 0.0251612159104583
"XM_011413703.3" 321.347448555222 -1.09113732946096 0.2066067320076 -5.2812283455547 1.28320639106085e-07 4.59532068493161e-05
"XM_011413735.3" 6.3007324675163 4.01737653772807 1.19704470603611 3.35607894798783 0.000790559977292267 0.0448340348687885
"XM_011413737.3" 34.2005227601661 -1.36106707135748 0.26454807276311 -5.14487615480098 2.67697352704035e-07 8.7959278612196e-05
"XM_011413957.2" 175.921820131489 0.476591450609503 0.132498960886348 3.5969448169356 0.000321976756559213 0.024550342547979
"XM_011413989.3" 11.4264959831911 -2.71737160976669 0.630406307430139 -4.31050828289472 1.62879727521618e-05 0.00298350728480977
"XM_011414589.3" 16.0436538254156 0.872914997516074 0.244238407008943 3.57402837746198 0.000351530806690775 0.0254698743759847
"XM_011414951.3" 29.3204222675269 -0.667906387194628 0.180215848325758 -3.70614678675385 0.00021043636719559 0.0181543136783256
"XM_011415190.3" 15.7728077769741 -0.925306437148574 0.277224547904108 -3.33775073002784 0.000844594820360164 0.0466040234698225
"XM_011416606.3" 159.294647472432 1.05245998056351 0.228876603662378 4.59837293861639 4.25803276899676e-06 0.00100527422528492
"XM_011416726.3" 31.4489167141923 0.889285227085579 0.154365017094494 5.76092461766261 8.36543975774266e-09 4.23211580886943e-06
"XM_011416892.3" 17.5944297713054 0.951829721124996 0.266471416342379 3.57197681533702 0.000354296783165428 0.025605775675847
"XM_011416960.3" 6.39243722381565 -1.30920619734378 0.389335912651404 -3.36266487318879 0.000771940140168299 0.0440274353993349
"XM_011417063.3" 6.20057264172571 6.28665479133601 1.45710077509035 4.31449553717119 1.59967765299227e-05 0.00296423989280056
"XM_011417064.3" 7.67204705560368 -4.48174250697469 1.06250458912895 -4.21809237609868 2.46377886056697e-05 0.00408987290854118
"XM_011417316.3" 27.1218165639274 -3.27108018319599 0.978431146805791 -3.34318893452527 0.000828214902807228 0.0459075919691686
"XM_011417317.3" 24.2311044644935 3.24999538889423 0.680526179810901 4.77570956902395 1.79074687578224e-06 0.00048368376631298
"XM_011417325.3" 20.2002418477155 -1.4056749755149 0.315310037282536 -4.4580724027359 8.26999707565436e-06 0.00175720897863504
"XM_011417799.3" 124.379143374078 -0.64783737651774 0.165117796022536 -3.92348609370562 8.72768054064745e-05 0.0100785737025911
"XM_011417830.3" 31.3021331972616 0.713159979923449 0.201578995757477 3.53786850283481 0.00040337088857125 0.0283802140409335
"XM_011417902.3" 10.5937436910116 1.30084434952548 0.276206680706394 4.7096773553724 2.48109236122256e-06 0.000637720772071656
"XM_011417904.3" 28.142448643327 0.620099741521561 0.154823888460648 4.00519420928491 6.19665487667485e-05 0.0077400416541027
"XM_011417908.2" 20.4986005686716 -0.661249886932961 0.174399093608056 -3.79159015825536 0.000149685788674578 0.0147349678736252
"XM_011418768.3" 167.671865045715 -0.802006883763106 0.206804060721105 -3.8781002702103 0.000105275328794229 0.0116101566758812
"XM_011418872.3" 63.8945100248181 0.75392192817453 0.188146364902455 4.00710334512923 6.14679716971883e-05 0.00771302044855427
"XM_011418954.3" 16.3636508837464 -1.12589102119202 0.259196811428953 -4.34376879478178 1.40058920316002e-05 0.00265711780256645
"XM_011419041.3" 50.1524457114525 -0.800089089400525 0.175704458781648 -4.55360720466868 5.27337786690778e-06 0.00122681094433638
"XM_011419098.3" 15.8494174668267 0.885247157496125 0.195388935472103 4.53069236165892 5.87906962216639e-06 0.00133841219284062
"XM_011419179.3" 53.1582095785975 0.902982211452875 0.13951381167199 6.47234994608183 9.64903272309373e-11 7.15195281280101e-08
"XM_011419181.3" 139.100481996323 0.501445832363993 0.131672522615197 3.80827998434745 0.000139936776676583 0.0142040284911976
"XM_011419576.3" 2916.66376035378 0.532658655931143 0.0893548819699279 5.9611589673456 2.5045516611575e-09 1.47824204711874e-06
"XM_011419645.3" 27.7299637961429 2.78382546511433 0.73809536695865 3.77163384263634 0.000162182126480593 0.0152931027668328
"XM_011419848.3" 2818.97990022202 -1.10763163922547 0.321979242149303 -3.44007157676289 0.000581560362242327 0.0361315630904238
"XM_011419981.3" 7.96062353542306 -3.16683783818273 0.945440683819234 -3.3495891306368 0.000809315124616215 0.0453111540596052
"XM_011420357.3" 27.5851911296517 1.1542525289493 0.179634825509961 6.42554986580425 1.31393682655659e-10 9.51768057636626e-08
